Date,聯電,台達電,鴻海,台積電,廣達,中華電,聯發科,日月光投控,加權指數
2026-01-05,-0.004106791782468533,0.015075339391069198,0.010775862506870348,0.05362777247214234,0.0036101083032491488,0.007575757575757569,0.037414968289817274,0.021317815230561088,0.025731972423427285
2026-01-06,0.01443300542143211,0.039603964606216735,0.006396575341869104,0.020958071063631012,0.014388489208633004,-0.003759398496240629,-0.007352941176470562,0.030360575220525376,0.01565391487357415
2026-01-07,0.09959344786987545,-0.019047650211713285,0.01059322090323156,-0.01759530770668416,0.0,0.0037735849056603765,0.0033670033670034627,0.012891319942123003,-0.004605857298844995
2026-01-08,-0.024029561436723634,-0.019417448546963145,-0.03773583786885648,0.0059701980545410205,-0.03191489361702127,0.003759398496240518,-0.030201342281879207,-0.005454567241172881,-0.002461598922053443
2026-01-09,0.04356059224042874,0.00495050316913237,0.004357312347357034,-0.0029674195998651287,0.03663003663003672,0.0,-0.01730103806228378,-0.005484482720957473,-0.002357988966201874
2026-01-12,0.0036297780123057954,0.03940887086610223,-0.008676817092461153,0.0059523565882315665,-0.00883392226148405,0.0,0.01760563380281699,0.040441151078778326,0.00918909452108041
2026-01-13,-0.007233231766729853,-0.023696721051204572,-0.008752763217957038,0.011834416693187633,-0.005347593582887722,0.0,0.02768166089965396,0.022968218644409122,0.004577823055845309
2026-01-14,-0.016393469961101248,0.02912626217138503,0.03532013286492064,0.0,0.02508960573476693,-0.0037453183520599342,0.010101010101010166,0.017271156065164384,0.007638548470983331
2026-01-15,0.012962977091471428,-0.014150966330375603,-0.004264405896982959,-0.011696001339689621,-0.010489510489510523,0.003759398496240518,-0.00666666666666671,0.013582363016402477,-0.004240196321329548
2026-01-16,0.06946982054952988,0.076555032351042,0.004282668935646994,0.029585823753119023,0.0229681978798586,-0.0037453183520599342,0.010067114093959662,0.01675041737794425,0.01941278415104075
2026-01-19,0.06837606837606836,-0.004444451716066444,-0.021321962477704237,0.011494205825550718,-0.025906735751295318,0.007518796992481258,-0.013289036544850474,-0.014826976329805897,0.007341591644532297
2026-01-20,0.08480004882812509,0.008928586101955682,-0.026143805617078963,0.008522762554181718,-0.015957446808510634,-0.007462686567164201,0.0,-0.010033484775293533,0.003814914160573224
2026-01-21,0.008849534618207366,0.00442478596847562,-0.020134187137287207,-0.019718298556432146,-0.009009009009009028,0.0,-0.013468013468013518,-0.016891890485914995,-0.01617195376823788
2026-01-22,-0.011695950788175535,0.09691624050197456,0.02054790245050442,0.011494205825550718,0.029090909090909056,0.0,0.013651877133105783,0.024055044279255533,0.015992608141158327
2026-01-23,-0.04142005156161632,0.012048212958306825,-0.00894850418153681,0.005681864959476757,-0.010600706713780883,0.007518796992481258,0.09764309764309775,0.031879148680932445,0.006786024824792181
2026-01-26,0.06944444117395654,-0.0238094658405974,0.011286610935798969,-0.00847454158324501,0.02499999999999991,0.0,0.08588957055214719,0.014634104815323568,0.0032229317820207104
2026-01-27,0.09956700710865785,0.016260088793151883,0.006696485253660622,0.014245025408133438,0.0017421602787457413,-0.007462686567164201,0.0028248587570620654,-0.017628144860115214,0.007902828245345717
2026-01-28,-0.003936947957715153,0.024000040052095217,0.0,0.022471886083483605,-0.0017391304347825765,0.003759398496240518,0.0028169014084507005,0.024469817604233945,0.015035014375913036
2026-01-29,-0.0988142272624698,-0.0195312818305442,-0.006651940631314912,-0.008241724321426003,-0.013937282229965153,0.0,0.0,-0.012738871619518255,-0.008156086050381428
2026-01-30,-0.08771929628875696,-0.02788839479519878,-0.01562494519673685,-0.016620565703346024,-0.010600706713780883,0.0,-0.011235955056179803,-0.04193551944238827,-0.014522855203057627
2026-02-02,-0.027243601303990617,-0.036885305260820234,-0.02721089938170551,-0.005633779821706764,-0.025000000000000022,-0.0037453183520599342,-0.03125,-0.01683501578762303,-0.013713951210479136
2026-02-03,0.001647421299245666,0.034042610074075386,0.009324039035815135,0.01983001650327232,0.012820512820512775,0.003759398496240518,0.05278592375366564,0.03424657317532476,0.018066327752278566
2026-02-04,0.016447368627440007,-0.004115232987308537,0.011547344278471705,-0.008333367443142392,0.005424954792043302,-0.0037453183520599342,0.0027855153203342198,0.001655669827864692,0.002933689007004636
2026-02-05,-0.004854356646668778,-0.04958675590659456,-0.01598174973910005,-0.011204436316181732,-0.017985611510791366,-0.003759398496240629,-0.01666666666666672,-0.06115699820586107,-0.015129881759937458
2026-02-06,0.006504089851689487,0.008695666091714571,-0.002320229431542642,0.008498618257067658,0.023809523809523725,0.0037735849056603765,-0.03389830508474578,0.07218302413557764,-0.0005770087057992423
2026-02-09,0.008077544227377054,0.017241300884803135,0.016279085574113505,0.019662839960186806,0.01610017889087656,-0.007518796992481258,0.07017543859649122,0.07389162113181302,0.0195607961848121
2026-02-10,0.0,0.004237295185787193,0.011441648255504866,0.03581272976762806,0.0035211267605634866,0.0037878787878788955,0.008196721311475308,0.051987821153780756,0.020625133919167205
2026-02-11,0.006410219573724785,0.06329114055128593,0.02714933703131317,0.01861700998515281,0.0035087719298245723,0.0037735849056603765,0.005420054200542035,0.030523288344753485,0.016108084869157713
2026-02-23,0.017515960225827687,0.03571434484259073,0.006607915945642251,-0.00783286602717348,-0.00874125874125875,0.015037593984962516,-0.03234501347708896,-0.015514842183705024,0.004985782968901065
2026-02-24,0.056338002944540166,0.06130268595527011,0.015317301248074289,0.034210449441165025,0.0017636684303350414,0.0037037037037037646,0.01671309192200554,0.09312319930818136,0.027464288213389976
2026-02-25,-0.029629629629629672,0.03610105200710101,0.06249996190228502,0.025445314246337558,0.04753521126760574,0.0036900369003689537,0.024657534246575352,0.01965923793833979,0.02052545137509143
2026-02-26,-0.0015266942613907375,-0.003484326218513689,-0.014198733051426604,-0.009925517786398386,-0.020168067226890796,-0.014705882352941124,0.04010695187165769,-0.00385605659845889,4.004083061670549e-05
2026-03-02,-0.013761490900313977,-0.0034965091971826956,-0.01646095750623,-0.010025082865290358,0.032590051457976,0.029850746268656803,-0.023136246786632397,-0.04387093246534035,-0.00901886354995296
2026-03-03,-0.029457387998122586,-0.05964913428852592,-0.04184100748513331,-0.020253205796983198,-0.021594684385382035,0.0,-0.044736842105263186,-0.029689588557693103,-0.021981462640061733
2026-03-04,-0.041533522963198455,-0.06343284880521183,-0.05240170986970949,-0.03617569058880199,-0.04584040747028861,-0.018115942028985477,-0.052341597796143224,-0.08901255658378138,-0.0435492612031565
2026-03-05,0.034999974568684866,0.06374502810076388,0.03225802247102161,0.018766811106437853,0.030249110320284656,0.011070110701107083,0.03197674418604657,0.07938928670467749,0.025710975461891383
2026-03-06,-0.001610281426379867,-0.011235973646048225,-0.0044642299715380585,-0.005263200754040742,-0.0017271157167529916,-0.0036496350364964014,-0.005633802816901401,-0.032531839767497184,-0.002179861357059054
2026-03-09,-0.037096761888073315,-0.07575751660052488,-0.05605381323907488,-0.042328063985063946,-0.02422145328719727,-0.00366300366300365,-0.056657223796033995,-0.0643274458852473,-0.04431963003584727
2026-03-10,0.01172530576203945,0.05737704093599727,-0.004750608895472408,0.022099493242051516,0.0017730496453900457,-0.007352941176470562,0.024024024024023927,0.04843753383406546,0.020599268819414984
2026-03-11,0.029801311118995866,0.08527126547495989,0.045346094094487865,0.0486486475722836,0.023008849557522026,0.0037037037037037646,0.035190615835777095,0.029806255484051913,0.04095952619427945
2026-03-12,-0.02572350915101096,-0.021428519465225282,-0.020547974200232688,-0.02835052541517946,-0.0017301038062284002,0.0036900369003689537,0.011331444759206777,-0.03039076992273948,-0.01560441591332784
2026-03-13,-0.018151790459051576,0.01094892276164261,0.0,-0.010610101174867714,0.0017331022530329143,0.0,-0.036414565826330514,0.01940300167689335,-0.005405866913823942
